Permit Issued,County,Township,API #,Status,Operator,Well Name & Number,Surface Lat,Surface Long,Endpoint Lat,Endpoint Long
12/23/2011,CARROLL,AUGUSTA,34019221080000,Permitted,CHESAPEAKE EXPLORATION LLC,WEST 4-15-5 8H,40.7196769,-81.0350218,40.7054829,-81.0240442
12/23/2011,CARROLL,AUGUSTA,34019221090000,Permitted,CHESAPEAKE EXPLORATION LLC,WEST 4-15-5 10H,40.7197318,-81.0350206,40.7063435,-81.0203167
06/06/2012,CARROLL,CENTER,34019221100000,Producing,CHESAPEAKE EXPLORATION LLC,BURGETT 7-15-6 6H,40.5637415,-81.1296555,40.5454407,-81.120687
06/07/2012,CARROLL,AUGUSTA,34019221110000,Producing,CHESAPEAKE EXPLORATION LLC,MANGUN 22-15-5 3H,40.6728108,-81.0253149,40.6874335,-81.0356756
02/25/2013,CARROLL,EAST,34019221120000,Producing,CHESAPEAKE EXPLORATION LLC,SCHMUCK 31-14-4 8H,40.6454019,-80.9598716,40.6309444,-80.9492671
12/29/2011,CARROLL,PERRY,34019221130000,Producing,CHESAPEAKE EXPLORATION LLC,SCOTT 24-12-5 8H,40.4654247,-81.0418646,40.4526399,-81.0324561
01/04/2012,CARROLL,HARRISON,34019221140100,Permitted,ENERVEST OPERATING L,CAIRNS 2H,40.6104719,-81.1880108,40.6244845,-81.1986686
01/11/2012,CARROLL,BROWN,34019221150100,Permitted,ENERVEST OPERATING L,FOLTZ UNIT 2-H,40.7112057,-81.1739522,40.7253338,-81.1842962
01/11/2012,CARROLL,BROWN,34019221160100,Permitted,ENERVEST OPERATING L,FOLTZ UNIT 5-H,40.7111475,-81.1739064,40.6970184,-81.1635632
09/19/2012,CARROLL,PERRY,34019221170000,Producing,CHESAPEAKE EXPLORATION LLC,FLIGIEL 29-12-5 8H,40.4484973,-81.060705,40.4339501,-81.0500942
01/20/2012,CARROLL,EAST,34019221180000,Permitted,CHESAPEAKE EXPLORATION LLC,BUCEY 21-14-4 1H,40.6815356,-80.9252986,40.6940332,-80.9397934
01/25/2012,CARROLL,PERRY,34019221190100,Producing,CHESAPEAKE EXPLORATION LLC,SCOTT 24-12-5 3H,40.4655628,-81.0419335,40.479697,-81.0521755
01/25/2012,CARROLL,ROSE,34019221200000,Permitted,CHESAPEAKE EXPLORATION LLC,HALTER 36-16-7 3H,40.6505109,-81.3100973,40.6647743,-81.3206564
02/17/2012,CARROLL,EAST,34019221210000,Producing,CHESAPEAKE EXPLORATION LLC,BURRY 20-14-4 8H,40.6820719,-80.9388088,40.6677156,-80.9283087
01/26/2012,CARROLL,PERRY,34019221220000,Producing,CHESAPEAKE EXPLORATION LLC,WALTERS 30-12-5 8H,40.471362,-81.0595351,40.4573254,-81.049359
05/10/2012,CARROLL,WASHINGTON,34019221230000,Producing,CHESAPEAKE EXPLORATION LLC,NEIDER 10-14-5 6H,40.6020732,-81.0008943,40.5866923,-80.9920049
02/08/2012,CARROLL,WASHINGTON,34019221240000,Producing,CHESAPEAKE EXPLORATION LLC,NEIDER 10-14-5 8H,40.6019411,-81.0008685,40.5884049,-80.9886351
02/08/2012,CARROLL,WASHINGTON,34019221250000,Producing,CHESAPEAKE EXPLORATION LLC,NEIDER 10-14-5 10H,40.601993,-81.0008493,40.5900517,-80.9854899
03/21/2014,CARROLL,AUGUSTA,34019221260000,Drilled,CHESAPEAKE EXPLORATION LLC,LOZIER 14-15-5 1H,40.6859981,-81.0046827,40.7037977,-81.0204637
04/09/2012,CARROLL,AUGUSTA,34019221270000,Producing,CHESAPEAKE EXPLORATION LLC,LOZIER 14-15-5 3H,40.6859972,-81.0046106,40.7038238,-81.0175953
03/21/2014,CARROLL,AUGUSTA,34019221280000,Drilled,CHESAPEAKE EXPLORATION LLC,LOZIER 14-15-5 5H,40.6859962,-81.0045385,40.7057023,-81.0159553
02/29/2012,CARROLL,BROWN,34019221300100,Permitted,CHESAPEAKE EXPLORATION LLC,HEATON 24-16-6 8H,40.6775537,-81.0960196,40.6641464,-81.0860324
09/03/2013,CARROLL,WASHINGTON,34019221310100,Producing,R E GAS DEVELOPMENT LLC,OCEL 1H,40.6285987,-80.9896197,40.6164919,-80.9796818
03/19/2012,CARROLL,WASHINGTON,34019221320100,Producing,R E GAS DEVELOPMENT LLC,BRACE 1H,40.6413926,-81.051704,40.6481402,-81.0671629
10/23/2012,CARROLL,WASHINGTON,34019221330100,Producing,R E GAS DEVELOPMENT LLC,GRAHAM 1H,40.6382885,-81.0480815,40.6312605,-81.0351552
12/09/2013,CARROLL,LOUDON,34019221340000,Drilling,CHESAPEAKE EXPLORATION LLC,TUCKOSH 35-11-4 3H,40.4414219,-80.9696921,40.4575503,-80.979514
03/07/2012,CARROLL,LOUDON,34019221340100,Permitted,CHESAPEAKE EXPLORATION LLC,TUCKOSH 35-11-4 3H,40.4414219,-80.9696921,40.4558497,-80.9802464
04/03/2012,CARROLL,LEE,34019221350000,Producing,CHESAPEAKE EXPLORATION LLC,COE 34-12-4 3H,40.519312,-80.9704264,40.5323052,-80.9835661
03/08/2012,CARROLL,LEE,34019221360000,Drilled,CHESAPEAKE EXPLORATION LLC,P BROWN 9-13-5 8H,40.5023382,-81.0021836,40.4911753,-80.9900583
11/30/2012,CARROLL,CENTER,34019221370000,Producing,CHESAPEAKE EXPLORATION LLC,BURGETT 7-15-6 10H,40.5638185,-81.1296719,40.5499691,-81.1149034
04/23/2012,CARROLL,LOUDON,34019221380100,Producing,CHESAPEAKE EXPLORATION LLC,TUCKOSH 35-11-4 1H,40.4413813,-80.9697362,40.4550304,-80.9820117
03/19/2012,CARROLL,LEE,34019221390100,Producing,CHESAPEAKE EXPLORATION LLC,P BROWN 9-13-5 1H,40.502372,-81.0022476,40.5154263,-81.0159355
03/19/2012,CARROLL,AUGUSTA,34019221400000,Producing,CHESAPEAKE EXPLORATION LLC,MANGUN 22-15-5 6H,40.6727736,-81.0251967,40.655638,-81.0192908
03/30/2012,CARROLL,BROWN,34019221410000,Producing,CHESAPEAKE EXPLORATION LLC,WHITACRE 26-17-7 8H,40.6631523,-81.2313138,40.6515451,-81.2223879
07/10/2012,CARROLL,LOUDON,34019221420000,Producing,CHESAPEAKE EXPLORATION LLC,SLATES 16-12-5 3H,40.4407276,-81.0375581,40.4544657,-81.0474914
04/02/2012,CARROLL,LEE,34019221430000,Producing,CHESAPEAKE EXPLORATION LLC,WAGNER 11-13-5 5H,40.5442563,-81.0078073,40.5606191,-81.0152331
04/03/2012,CARROLL,LEE,34019221440000,Producing,CHESAPEAKE EXPLORATION LLC,COE 34-12-4 5H,40.5192863,-80.9703515,40.5339954,-80.9803937
08/01/2012,CARROLL,FOX,34019221450000,Producing,CHESAPEAKE EXPLORATION LLC,MEISTER 11-13-4 3H,40.6277478,-80.8954131,40.6413898,-80.9068252
04/13/2012,CARROLL,FOX,34019221460000,Producing,CHESAPEAKE EXPLORATION LLC,STARKEY 36-13-4 8H,40.6412519,-80.9699757,40.6265127,-80.9591744
02/25/2013,CARROLL,UNION,34019221470000,Producing,CHESAPEAKE EXPLORATION LLC,CUMMINGS 17-14-6 10H,40.5359417,-81.1408279,40.5208458,-81.1309632
04/16/2012,CARROLL,UNION,34019221470100,Permitted,CHESAPEAKE EXPLORATION LLC,CUMMINGS 17-14-6 10H,40.5359417,-81.1408279,40.5239859,-81.1332153
04/24/2012,CARROLL,LOUDON,34019221480000,Producing,CHESAPEAKE EXPLORATION LLC,TUCKOSH 35-11-4 10H,40.441407,-80.9696098,40.4285853,-80.954669
04/27/2012,CARROLL,BROWN,34019221490100,Permitted,CHESAPEAKE EXPLORATION LLC,HEATON 24-16-6 10H,40.677572,-81.0959399,40.664688,-81.0820985
07/12/2012,CARROLL,LOUDON,34019221500000,Producing,CHESAPEAKE EXPLORATION LLC,ELWOOD 32-12-4 3H,40.4852424,-80.9634897,40.4970142,-80.9720679
05/10/2012,CARROLL,WASHINGTON,34019221510000,Producing,CHESAPEAKE EXPLORATION LLC,NEIDER 10-14-5 5H,40.6020313,-81.000834,40.6159483,-81.0086761
05/22/2012,CARROLL,PERRY,34019221520100,Producing,CHESAPEAKE EXPLORATION LLC,EDIE 17-13-6 6H,40.4481691,-81.1423741,40.4326076,-81.1351218
05/10/2012,CARROLL,WASHINGTON,34019221530000,Producing,CHESAPEAKE EXPLORATION LLC,NEIDER 10-14-5 1H,40.6021142,-81.000879,40.6123266,-81.0149676
05/10/2012,CARROLL,ROSE,34019221550000,Permitted,CHESAPEAKE EXPLORATION LLC,SILVIS 14-16-7 1H,40.5838012,-81.2499666,40.5967337,-81.2638439
05/10/2012,CARROLL,ORANGE,34019221560000,Producing,CHESAPEAKE EXPLORATION LLC,GARTRELL 23-13-6 8H,40.4513445,-81.1764257,40.4366674,-81.1657344
09/20/2012,CARROLL,LOUDON,34019221570000,Producing,CHESAPEAKE EXPLORATION LLC,WALKER 12-12-5 6H,40.4593927,-81.0090937,40.4433398,-81.0016846
09/18/2012,CARROLL,LOUDON,34019221580000,Producing,CHESAPEAKE EXPLORATION LLC,WALKER 12-12-5 8H,40.4593536,-81.0090407,40.4447378,-80.9983869
12/21/2012,CARROLL,LOUDON,34019221590000,Producing,CHESAPEAKE EXPLORATION LLC,WALKER 12-12-5 10H,40.4594217,-81.0090032,40.4461992,-80.9947032
05/14/2012,CARROLL,LOUDON,34019221600000,Producing,CHESAPEAKE EXPLORATION LLC,COLESCOTT 11-12-5 10H,40.4502524,-81.0155402,40.4373224,-81.0017157
04/23/2013,CARROLL,LEE,34019221610000,Drilled,CHESAPEAKE EXPLORATION LLC,P BROWN 9-13-5 5H,40.5024478,-81.0021668,40.515893,-81.007713
09/17/2012,CARROLL,LOUDON,34019221620000,Producing,CHESAPEAKE EXPLORATION LLC,LUCAS 35-11-4 6H,40.4495322,-80.9613594,40.4336144,-80.9532231
05/22/2012,CARROLL,FOX,34019221630100,Permitted,CHESAPEAKE EXPLORATION LLC,MEISTER 11-13-4 5H,40.6277797,-80.8953439,40.642785,-80.9035193
05/25/2012,CARROLL,UNION,34019221640000,Producing,CHESAPEAKE EXPLORATION LLC,RUTLEDGE 10-14-6 6H,40.5296739,-81.1283891,40.513932,-81.1210486
05/25/2012,CARROLL,UNION,34019221650000,Permitted,CHESAPEAKE EXPLORATION LLC,RUTLEDGE 10-14-6 5H,40.5297312,-81.1283591,40.5167026,-81.1145166
09/19/2012,CARROLL,FOX,34019221660000,Producing,CHESAPEAKE EXPLORATION LLC,BEADNELL 12-13-4 6H,40.6423922,-80.8960397,40.6267138,-80.8872878
06/06/2012,CARROLL,ROSE,34019221670100,Permitted,ENERVEST OPERATING L,EDWARDS 5-H,40.5840968,-81.3201827,40.5695739,-81.3087088
01/18/2013,CARROLL,WASHINGTON,34019221680000,Producing,CHESAPEAKE EXPLORATION LLC,HARVEY 16-14-5 1H,40.6060533,-81.0225782,40.619353,-81.0365741
06/06/2012,CARROLL,LEE,34019221690000,Permitted,CHESAPEAKE EXPLORATION LLC,TANNER 24-12-4 3H,40.5511527,-80.9299254,40.5654216,-80.9404455
06/18/2012,CARROLL,FOX,34019221700000,Producing,CHESAPEAKE EXPLORATION LLC,STARKEY 36-13-4 5H,40.6413073,-80.9700105,40.6574681,-80.9773487
06/20/2012,CARROLL,AUGUSTA,34019221710000,Producing,CHESAPEAKE EXPLORATION LLC,LOZIER 14-15-5 8H,40.6859428,-81.0046479,40.6714562,-80.993999
09/18/2012,CARROLL,UNION,34019221720000,Producing,CHESAPEAKE EXPLORATION LLC,RUTLEDGE 10-14-6 1H,40.5297574,-81.1284845,40.541926,-81.1414865
09/04/2012,CARROLL,LOUDON,34019221730000,Producing,CHESAPEAKE EXPLORATION LLC,KOHLER 1-13-5 8H,40.4717859,-80.9928416,40.4591072,-80.982634
02/22/2013,CARROLL,EAST,34019221740000,Producing,CHESAPEAKE EXPLORATION LLC,CONIGLIO 7-14-4 1H,40.7161484,-80.9591748,40.7321058,-80.9744772
06/27/2012,CARROLL,LOUDON,34019221750000,Producing,CHESAPEAKE EXPLORATION LLC,SLATES 16-12-5 8H,40.4406722,-81.0375234,40.4263269,-81.0271981
09/17/2012,CARROLL,UNION,34019221760000,Producing,CHESAPEAKE EXPLORATION LLC,RUTLEDGE 10-14-6 8H,40.5297156,-81.128435,40.5153462,-81.1178971
10/30/2012,CARROLL,UNION,34019221770000,Producing,CHESAPEAKE EXPLORATION LLC,RUTLEDGE 10-14-6 10H,40.5296922,-81.1283096,40.5167161,-81.1144983
06/28/2012,CARROLL,HARRISON,34019221780000,Producing,CHESAPEAKE EXPLORATION LLC,MORSHEISER 26-15-6 10H,40.5791101,-81.1770401,40.566031,-81.1630492
07/05/2012,CARROLL,LOUDON,34019221790000,Producing,CHESAPEAKE EXPLORATION LLC,COLESCOTT 11-12-5 3H,40.4503025,-81.0155894,40.4649535,-81.0261212
11/19/2013,CARROLL,LOUDON,34019221800000,Drilled,CHESAPEAKE EXPLORATION LLC,LUCAS 35-11-4 8H,40.4494773,-80.9613643,40.4349247,-80.9498371
07/24/2012,CARROLL,LOUDON,34019221810000,Producing,CHESAPEAKE EXPLORATION LLC,ELWOOD SOUTH 32-12-4 8H,40.4851069,-80.9634173,40.4708256,-80.9530527
07/24/2012,CARROLL,LOUDON,34019221820000,Producing,CHESAPEAKE EXPLORATION LLC,ELWOOD SOUTH 32-12-4 10H,40.485159,-80.9634161,40.4722704,-80.9498738
07/13/2012,CARROLL,LOUDON,34019221830000,Producing,CHESAPEAKE EXPLORATION LLC,SLATES 16-12-5 10H,40.4406713,-81.0374516,40.4277173,-81.0238948
07/13/2012,CARROLL,LOUDON,34019221840000,Producing,CHESAPEAKE EXPLORATION LLC,SLATES 16-12-5 6H,40.4406731,-81.0375953,40.424909,-81.0305019
07/24/2012,CARROLL,LOUDON,34019221850000,Producing,CHESAPEAKE EXPLORATION LLC,SLATES 16-12-5 1H,40.4407285,-81.03763,40.4537089,-81.0514538
09/27/2012,CARROLL,LOUDON,34019221870000,Producing,CHESAPEAKE EXPLORATION LLC,HENDERSON FAMILY 34-11-4 6H,40.438881,-80.979649,40.4229487,-80.9721745
07/24/2012,CARROLL,LOUDON,34019221880000,Producing,CHESAPEAKE EXPLORATION LLC,COLESCOTT 11-12-5 5H,40.4503014,-81.0155103,40.4661221,-81.022652
08/08/2012,CARROLL,LOUDON,34019221890000,Producing,CHESAPEAKE EXPLORATION LLC,HENDERSON FAMILY 34-11-4 5H,40.438979,-80.9795892,40.4546411,-80.9866062
10/05/2012,CARROLL,HARRISON,34019221900000,Permitted,CHESAPEAKE EXPLORATION LLC,MORSHEISER 26-15-6 3H,40.5791654,-81.177075,40.5935679,-81.1885929
07/25/2012,CARROLL,UNION,34019221910000,Producing,CHESAPEAKE EXPLORATION LLC,DAVIS FARMS 2-14-6 10H,40.500477,-81.1049648,40.4865289,-81.0927163
08/03/2012,CARROLL,PERRY,34019221920000,Producing,CHESAPEAKE EXPLORATION LLC,SCOTT 24-12-5 10H,40.4654796,-81.0418634,40.4540539,-81.029054
07/26/2012,CARROLL,PERRY,34019221930000,Producing,CHESAPEAKE EXPLORATION LLC,FLIGIEL 29-12-5 10H,40.4485522,-81.0607074,40.4356267,-81.0470075
07/26/2012,CARROLL,PERRY,34019221940000,Producing,CHESAPEAKE EXPLORATION LLC,FLIGIEL 29-12-5 6H,40.448523,-81.0607799,40.4321545,-81.0531078
07/26/2012,CARROLL,LEE,34019221950000,Producing,CHESAPEAKE EXPLORATION LLC,COE 34-12-4 1H,40.5192313,-80.9703456,40.5306601,-80.9866258
07/27/2012,CARROLL,CENTER,34019221960100,Producing,CHESAPEAKE EXPLORATION LLC,KOVACH 3-15-6 1H,40.6021339,-81.1035337,40.6151231,-81.1174288
08/16/2012,CARROLL,BROWN,34019221970100,Producing,CHESAPEAKE EXPLORATION LLC,BOWLING 23-16-6 10H,40.6830995,-81.1163486,40.6702109,-81.101691
08/10/2012,CARROLL,LEE,34019221980000,Producing,CHESAPEAKE EXPLORATION LLC,COE 34-12-4 8H,40.5191763,-80.9703396,40.5046941,-80.9598794
09/04/2012,CARROLL,LOUDON,34019221990000,Producing,CHESAPEAKE EXPLORATION LLC,ELWOOD 32-12-4 1H,40.4851875,-80.9634909,40.4955747,-80.9752834
10/23/2012,CARROLL,PERRY,34019222000000,Producing,CHESAPEAKE EXPLORATION LLC,FLIGIEL 29-12-5 7H,40.448662,-81.0607051,40.4631957,-81.0626661
08/02/2012,CARROLL,PERRY,34019222010000,Producing,CHESAPEAKE EXPLORATION LLC,SCOTT 24-12-5 1H,40.4655079,-81.0419347,40.4784255,-81.0556112
08/02/2012,CARROLL,PERRY,34019222020000,Producing,CHESAPEAKE EXPLORATION LLC,SCOTT 24-12-5 5H,40.4655344,-81.0418622,40.4813589,-81.0490116
08/10/2012,CARROLL,LEE,34019222030000,Producing,CHESAPEAKE EXPLORATION LLC,COE 34-12-4 10H,40.5191214,-80.9703373,40.506098,-80.9564985
08/20/2012,CARROLL,LOUDON,34019222040000,Producing,CHESAPEAKE EXPLORATION LLC,ELWOOD 32-12-4 5H,40.4852139,-80.9634184,40.4986611,-80.9689698
10/19/2012,CARROLL,LOUDON,34019222050000,Producing,CHESAPEAKE EXPLORATION LLC,ELWOOD SOUTH 32-12-4 6H,40.4851325,-80.9634886,40.4694592,-80.9559529
09/04/2012,CARROLL,LOUDON,34019222060000,Producing,CHESAPEAKE EXPLORATION LLC,COLESCOTT 11-12-5 1H,40.4502535,-81.0156228,40.4635303,-81.0294414
08/03/2012,CARROLL,PERRY,34019222070000,Producing,CHESAPEAKE EXPLORATION LLC,SCOTT 24-12-5 6H,40.465453,-81.0419359,40.4511818,-81.0360601
08/08/2012,CARROLL,LOUDON,34019222080000,Producing,CHESAPEAKE EXPLORATION LLC,HENDERSON FAMILY 34-11-4 8H,40.4389048,-80.9795837,40.4241022,-80.968732
08/08/2012,CARROLL,LOUDON,34019222090000,Producing,CHESAPEAKE EXPLORATION LLC,HENDERSON FAMILY 34-11-4 3H,40.4389552,-80.9796545,40.4536738,-80.9902686
08/08/2012,CARROLL,LOUDON,34019222100000,Producing,CHESAPEAKE EXPLORATION LLC,HENDERSON FAMILY 34-11-4 1H,40.4389286,-80.9797197,40.4522599,-80.9935852
08/08/2012,CARROLL,EAST,34019222110000,Producing,CHESAPEAKE EXPLORATION LLC,HALEY 8-14-4 8H,40.7134663,-80.9439401,40.6998839,-80.9339856
09/26/2012,CARROLL,FOX,34019222120100,Producing,CHESAPEAKE EXPLORATION LLC,KRUPRZAK 17-13-4 3H,40.6224051,-80.9058176,40.6372197,-80.9167344
08/10/2012,CARROLL,LEE,34019222130000,Producing,CHESAPEAKE EXPLORATION LLC,COE 34-12-4 6H,40.519257,-80.9704205,40.5033619,-80.9630894
08/20/2012,CARROLL,ORANGE,34019222140100,Permitted,SIERRA RESOURCES LLC,LEEPER 5-14-7 1H,40.4481152,-81.2295012,40.4352904,-81.2192662
08/27/2012,CARROLL,LOUDON,34019222150000,Producing,CHESAPEAKE EXPLORATION LLC,SLATES 16-12-5 5H,40.4407267,-81.0374863,40.4568887,-81.0450343
08/16/2012,CARROLL,LOUDON,34019222160000,Producing,CHESAPEAKE EXPLORATION LLC,HENDERSON FAMILY 34-11-4 10H,40.4390064,-80.9752627,40.4254802,-80.9654458
08/27/2012,CARROLL,LOUDON,34019222170000,Producing,CHESAPEAKE EXPLORATION LLC,KOHLER 1-13-5 5H,40.4718673,-80.9927679,40.4869029,-80.9987628
08/27/2012,CARROLL,LOUDON,34019222180000,Producing,CHESAPEAKE EXPLORATION LLC,KOHLER 1-13-5 1H,40.4718957,-80.9928391,40.4838806,-81.0052737
08/27/2012,CARROLL,LOUDON,34019222190000,Producing,CHESAPEAKE EXPLORATION LLC,KOHLER 1-13-5 6H,40.4718408,-80.9928403,40.4556296,-80.9864076
08/30/2012,CARROLL,AUGUSTA,34019222200000,Producing,CHESAPEAKE EXPLORATION LLC,HAWK 2-15-5 8H,40.7134556,-81.0047999,40.6995372,-80.9939282
08/30/2012,CARROLL,AUGUSTA,34019222210000,Permitted,CHESAPEAKE EXPLORATION LLC,HAWK 2-15-5 6H,40.7134842,-81.0048895,40.6980496,-80.9970927
09/04/2012,CARROLL,LOUDON,34019222220000,Producing,CHESAPEAKE EXPLORATION LLC,KOHLER 1-13-5 10H,40.4718124,-80.9927691,40.4602913,-80.9791855
09/14/2012,CARROLL,LOUDON,34019222230000,Producing,CHESAPEAKE EXPLORATION LLC,LUCAS 35-11-4 3H,40.4496078,-80.9612642,40.4616025,-80.9692465
10/05/2012,CARROLL,HARRISON,34019222240000,Producing,CHESAPEAKE EXPLORATION LLC,MORSHEISER 26-15-6 5H,40.5791619,-81.177003,40.5949417,-81.1853499
10/10/2012,CARROLL,UNION,34019222250000,Producing,CHESAPEAKE EXPLORATION LLC,BRUNK 32-13-5 1H,40.4976895,-81.0797038,40.5086274,-81.0919578
10/16/2012,CARROLL,UNION,34019222260000,Producing,CHESAPEAKE EXPLORATION LLC,BRUNK 32-13-5 3H,40.4977637,-81.0797094,40.5100146,-81.0886878
10/16/2012,CARROLL,UNION,34019222270000,Producing,CHESAPEAKE EXPLORATION LLC,BRUNK 32-13-5 5H,40.4977463,-81.0796414,40.5114226,-81.0853274
12/20/2012,CARROLL,UNION,34019222280000,Producing,CHESAPEAKE EXPLORATION LLC,BRUNK 32-13-5 6H,40.4976722,-81.0796358,40.4836832,-81.0728947
12/20/2012,CARROLL,UNION,34019222290000,Producing,CHESAPEAKE EXPLORATION LLC,BRUNK 32-13-5 8H,40.4976548,-81.0795679,40.4848598,-81.070173
12/20/2012,CARROLL,UNION,34019222300000,Producing,CHESAPEAKE EXPLORATION LLC,BRUNK 32-13-5 10H,40.497729,-81.0795735,40.4861203,-81.0673595
10/01/2012,CARROLL,ROSE,34019222310000,Permitted,CHESAPEAKE EXPLORATION LLC,NANCY BURKHART 17-16-7 8H,40.6335076,-81.2513699,40.6191296,-81.2409767
10/16/2012,CARROLL,PERRY,34019222320000,Producing,CHESAPEAKE EXPLORATION LLC,FLIGIEL 29-12-5 5H,40.4486071,-81.0607063,40.4617102,-81.0659185
01/11/2013,CARROLL,PERRY,34019222330000,Producing,CHESAPEAKE EXPLORATION LLC,FLIGIEL 29-12-5 1H,40.4485778,-81.0607788,40.4589877,-81.0725576
11/28/2012,CARROLL,PERRY,34019222340000,Producing,CHESAPEAKE EXPLORATION LLC,FLIGIEL 29-12-5 3H,40.4486327,-81.0607776,40.460419,-81.0693498
02/21/2013,CARROLL,PERRY,34019222350000,Producing,CHESAPEAKE EXPLORATION LLC,FLIGIEL 29-12-5 12H,40.4484424,-81.0607062,40.4364187,-81.0432358
01/28/2013,CARROLL,LOUDON,34019222360000,Producing,CHESAPEAKE EXPLORATION LLC,APPALACHIAN 16-12-5 1H,40.4408394,-81.0230077,40.449669,-81.0345554
11/28/2012,CARROLL,LOUDON,34019222370000,Producing,CHESAPEAKE EXPLORATION LLC,PALMER 1-13-5 8H,40.4768591,-80.9841133,40.4647234,-80.973718
10/16/2012,CARROLL,UNION,34019222380000,Permitted,CHESAPEAKE EXPLORATION LLC,RUTLEDGE 10-14-6 3H,40.5297729,-81.128405,40.5440821,-81.1388083
03/08/2013,CARROLL,LOUDON,34019222390000,Producing,CHESAPEAKE EXPLORATION LLC,COLESCOTT 11-12-5 6H,40.4502044,-81.0156526,40.4337901,-81.0078666
01/28/2013,CARROLL,LOUDON,34019222400000,Producing,CHESAPEAKE EXPLORATION LLC,APPALACHIAN 16-12-5 5H,40.4408376,-81.022864,40.4525338,-81.0276286
01/28/2013,CARROLL,LOUDON,34019222410000,Producing,CHESAPEAKE EXPLORATION LLC,APPALACHIAN 16-12-5 3H,40.4408385,-81.0229359,40.4511093,-81.031056
03/08/2013,CARROLL,LOUDON,34019222420000,Producing,CHESAPEAKE EXPLORATION LLC,COLESCOTT 11-12-5 8H,40.4502034,-81.0155736,40.4351989,-81.0045442
02/25/2013,CARROLL,EAST,34019222430000,Producing,CHESAPEAKE EXPLORATION LLC,SCHMUCK 31-14-4 1H,40.6454854,-80.9599562,40.6591687,-80.9741411
10/23/2012,CARROLL,WASHINGTON,34019222440000,Producing,R E GAS DEVELOPMENT LLC,GRAHAM 2H,40.6382501,-81.0480859,40.6460628,-81.0558693
10/26/2012,CARROLL,AUGUSTA,34019222450000,Permitted,CHESAPEAKE EXPLORATION LLC,HAWK 2-15-5 10H,40.7135105,-81.0047987,40.7008451,-80.9904681
05/06/2014,CARROLL,FOX,34019222460000,Drilled,CHESAPEAKE EXPLORATION LLC,KRUPRZAK 17-13-4 8H,40.6223655,-80.9057357,40.5955521,-80.8860198
10/30/2012,CARROLL,AUGUSTA,34019222470000,Producing,CHESAPEAKE EXPLORATION LLC,HAWK 2-15-5 1H,40.7135391,-81.0048883,40.7271911,-81.0183831
11/13/2012,CARROLL,UNION,34019222480000,Producing,CHESAPEAKE EXPLORATION LLC,DAVIS FARMS 2-14-6 5H,40.5005188,-81.1050107,40.5152291,-81.1116337
11/14/2012,CARROLL,EAST,34019222490000,Permitted,CHESAPEAKE EXPLORATION LLC,LESLIE 9-14-4 3H,40.7140444,-80.9333772,40.7319036,-80.9441067
12/14/2012,CARROLL,LOUDON,34019222500000,Producing,CHESAPEAKE EXPLORATION LLC,PALMER 1-13-5 10H,40.4768955,-80.9841664,40.463899,-80.969147
11/09/2012,CARROLL,WASHINGTON,34019222510000,Permitted,CHESAPEAKE EXPLORATION LLC,KRICHBAUM 2-14-5 10H,40.5806704,-80.990442,40.5639736,-80.9741293
01/11/2013,CARROLL,WASHINGTON,34019222520000,Producing,CHESAPEAKE EXPLORATION LLC,KRICHBAUM 2-14-5 8H,40.5806127,-80.9904361,40.5627756,-80.9775548
11/13/2012,CARROLL,EAST,34019222530000,Producing,CHESAPEAKE EXPLORATION LLC,HALEY 8-14-4 10H,40.7134763,-80.9438713,40.701325,-80.9303552
11/13/2012,CARROLL,EAST,34019222540000,Permitted,CHESAPEAKE EXPLORATION LLC,LESLIE 9-14-4 8H,40.7139753,-80.9333428,40.7002438,-80.9212044
03/08/2013,CARROLL,LOUDON,34019222550000,Producing,CHESAPEAKE EXPLORATION LLC,JC ACRES 12-12-5 10H,40.4694988,-81.0053485,40.4563295,-80.9892991
03/12/2013,CARROLL,LOUDON,34019222560000,Producing,CHESAPEAKE EXPLORATION LLC,JC ACRES 12-12-5 5H,40.4695274,-81.0054377,40.4936082,-81.0173423
05/17/2013,CARROLL,LOUDON,34019222570000,Producing,CHESAPEAKE EXPLORATION LLC,JC ACRES 12-12-5 3H,40.4694869,-81.0054889,40.4951084,-81.0231631
11/13/2012,CARROLL,UNION,34019222580000,Producing,CHESAPEAKE EXPLORATION LLC,DAVIS FARMS 2-14-6 3H,40.5005605,-81.1050566,40.5139816,-81.1149365
04/17/2013,CARROLL,LEE,34019222590000,Producing,CHESAPEAKE EXPLORATION LLC,ENOLD 3-13-5 3H,40.5035176,-80.9916628,40.5157898,-80.9992047
05/30/2013,CARROLL,FOX,34019222600000,Permitted,CHESAPEAKE EXPLORATION LLC,CTF 32-13-4 3H,40.5736887,-80.9720271,40.5883579,-80.9826009
02/11/2013,CARROLL,LOUDON,34019222610000,Producing,CHESAPEAKE EXPLORATION LLC,WALKER 12-12-5 1H,40.4594291,-81.0091432,40.4710449,-81.0216225
01/24/2013,CARROLL,LOUDON,34019222620000,Producing,CHESAPEAKE EXPLORATION LLC,WALKER 12-12-5 3H,40.4594999,-81.0091057,40.4723809,-81.0185877
01/24/2013,CARROLL,LOUDON,34019222630000,Producing,CHESAPEAKE EXPLORATION LLC,WALKER 12-12-5 5H,40.4594609,-81.0090563,40.4737141,-81.0155493
